name,brand,ratingValue,ratingCount,gender_score,priceValue_score,timeOfDay_score,season_score,Woody & Earthy,Smoky & Leathery,Resinous & Balsamic,Citrus & Fresh,Green & Herbal,Warm & Spicy,Sweet & Gourmand,Floral,Powdery & Soft,Synthetic,Uncommon,notesBreakdown
Colonia C.L.U.B.,Acqua di Parma,3.99,473.0,1.24927,-0.28053,0.6367,0.15932,0.16011,0.0,0.0,0.53614,1.3007,0.0,0.0,0.0,0.96895,0.0,0.0,"{'topnotes': ['Lemon', 'Pink Pepper', 'Bergamot', 'Black Pepper'], 'midnotes': ['Rosemary', 'Shiso'], 'bottomnotes': ['Musk', 'Cedar']}"
Oud Eau de Parfum,Acqua di Parma,4.29,1204.0,1.10229,-0.36826,-0.23292,0.27535,0.26363,2.19366,0.81536,0.5073,0.30632,0.0,0.0,0.0,1.02472,0.0,0.0,"{'topnotes': ['Calabrian bergamot', 'Orange'], 'midnotes': ['Agarwood (Oud)', 'Coriander', 'Amyris'], 'bottomnotes': ['Cedar', 'Leather', 'Musk', 'Sandalwood', 'Patchouli']}"
Acqua di Parma Blu Mediterraneo Bergamotto di Calabria,Acqua di Parma,4.12,2325.0,0.18859,-0.41342,0.76574,0.1492,0.13633,0.0,0.0,0.63591,0.2458,0.27633,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Citron', 'Bergamot'], 'midnotes': ['Flowers', 'Cedar', 'Ginger'], 'bottomnotes': ['Musk', 'Benzoin', 'Vetyver']}"
Essenza di Colonia,Acqua di Parma,4.34,3667.0,1.25569,-0.02082,0.56665,0.16145,0.12768,0.0,0.0,0.63591,0.96836,0.0,0.0,1.05888,0.0,0.0,0.0,"{'topnotes': ['Sage', 'Jasmine', 'Mandarin Orange', 'Lily-of-the-Valley', 'Rose', 'Rosemary', 'Bergamot', 'Musk', 'Grapefruit', 'Amber', 'Neroli', 'Petitgrain', 'Vetyver', 'Orange', 'Cloves', 'Oakmoss', 'Patchouli'], 'midnotes': [], 'bottomnotes': []}"
Acqua di parma Blue Mediterraneo - Mirto di Panarea,Acqua di Parma,4.1,2809.0,0.19278,-0.17371,0.73523,0.16495,0.13195,0.0,0.0,1.92674,1.78249,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Myrtle', 'Lemon', 'Basil', 'Bergamot'], 'midnotes': ['Jasmine', 'Rose', 'Sea Notes'], 'bottomnotes': ['Mastic or Lentisque', 'Cedar', 'Juniper', 'Amber']}"
Colonia Club,Acqua di Parma,4.03,1333.0,1.41808,-0.09812,0.7408,0.15594,0.0,0.0,0.0,0.54098,2.67522,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Mandarin Orange', 'Mint', 'Bergamot', 'Neroli', 'Petitgrain'], 'midnotes': ['Lavender', 'Geranium', 'Galbanum'], 'bottomnotes': ['Haitian Vetiver', 'Musk', 'Ambergris']}"
Oud & Spice,Acqua di Parma,3.91,578.0,1.11017,-0.62245,-0.47703,0.3104,1.08377,0.0,0.39756,0.0,0.0,3.15177,0.56484,1.25384,0.0,0.0,0.0,"{'topnotes': ['Raspberry', 'Rose', 'Bergamot'], 'midnotes': ['Pink Pepper', 'Cloves', 'Cinnamon'], 'bottomnotes': ['Labdanum', 'Agarwood (Oud)', 'Patchouli']}"
Acqua di Parma Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,4.11,4369.0,-0.55435,-0.14721,0.61177,0.1702,0.0,0.0,1.25167,0.36991,0.0,1.6269,6.68608,0.95959,0.67301,0.0,0.0,"{'topnotes': ['Star Anise', 'Green Almond', 'Bergamot', 'Orange'], 'midnotes': ['Jasmine', 'Ylang-Ylang', 'White Peach'], 'bottomnotes': ['Cedar', 'Tolu Balsam', 'White Musk', 'Bourbon Vanilla']}"
Acqua di Parma Blu Mediterraneo - Fico di Amalfi,Acqua di Parma,4.32,6903.0,0.05697,-0.09805,0.71789,0.16293,0.19663,0.0,0.0,0.63591,0.21868,0.0,0.49348,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Citron', 'Grapefruit', 'Bergamot'], 'midnotes': ['Jasmine', 'Fig Nectar', 'Pink Pepper'], 'bottomnotes': ['Benzoin', 'Cedar', 'Fig Tree']}"
Acqua di Parma Colonia,Acqua di Parma,4.15,3471.0,0.83025,-0.24832,0.76306,0.17218,0.1745,0.0,0.0,1.56961,1.63506,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Jasmine', 'Sicilian Citruses', 'Rosemary', 'Bulgarian Rose', 'Lemon Verbena', 'Lavender', 'Patchouli', 'White Musk', 'Amber', 'Sandalwood', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
Leather Eau de Parfum,Acqua di Parma,4.07,664.0,1.36186,-0.47472,-0.37092,0.29704,0.23882,4.41964,0.0,0.42509,0.25825,0.0,0.54517,1.0403,0.0,0.0,0.0,"{'topnotes': ['Raspberry', 'Brazilian Orange', 'Sicilian Lemon'], 'midnotes': ['Rose', 'Red Thyme', 'Honeysuckle', 'Petitgrain'], 'bottomnotes': ['Leather', 'Guaiac Wood', 'Cedar']}"
Acqua di Parma Blu Mediterraneo Arancia di Capri,Acqua di Parma,4.15,3234.0,0.04502,-0.32371,0.76211,0.14734,0.0,0.0,0.0,0.63591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Bergamot', 'Sicilian Mandarin', 'Orange'], 'midnotes': ['Cardamom', 'Petitgrain'], 'bottomnotes': ['Caramel', 'Musk']}"
Colonia Oud,Acqua di Parma,4.2,1002.0,1.24068,-0.31679,-0.22439,0.25742,0.26363,2.56878,0.8521,0.58044,0.36569,0.0,0.0,0.0,0.93587,0.0,0.0,"{'topnotes': ['Italian Orange', 'Calabrian bergamot'], 'midnotes': ['Agarwood (Oud)', 'Coriander', 'Amyris'], 'bottomnotes': ['Indonesian Patchouli Leaf', 'Leather', 'Musk', 'Atlas Cedar', 'Sandalwood']}"
Sandalo Eau de Parfum,Acqua di Parma,3.97,545.0,1.18421,-0.58755,0.08051,0.23513,0.2138,0.0,1.08774,0.63591,1.75782,0.48061,0.46356,0.0,0.43938,0.0,0.0,"{'topnotes': ['Lemon', 'Orange', 'Petitgrain', 'Calabrian bergamot'], 'midnotes': ['Lavender', 'Cardamom'], 'bottomnotes': ['Tonka Bean', 'Sandalwood', 'Amber']}"
Mandarino di Sicilia,Acqua di Parma,4.34,317.0,0.26702,-0.31288,0.70769,0.2013,0.0,0.0,0.0,0.63591,0.82454,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Green Mandarin', 'Blood Orange', 'Bergamot'], 'midnotes': ['Spearmint', 'Petitgrain'], 'bottomnotes': ['Musk', 'Cedar', 'Patchouli']}"
Acqua di Parma Blu Mediterraneo - Cipresso di Toscana,Acqua di Parma,3.96,869.0,0.97935,-0.04301,0.73537,0.1117,0.22434,0.0,0.0,0.0,2.1818,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Sage', 'Basil', 'Rosemary', 'Grapefruit', 'Petitgrain'], 'midnotes': ['Jasmine', 'Lily-of-the-Valley', 'Pine Tree', 'Lavender', 'Coriander', 'Cardamom'], 'bottomnotes': ['Cedar', 'Cypress', 'Silver Pine', 'Patchouli', 'Oakmoss', 'Vetiver']}"
Quercia Eau de Parfum,Acqua di Parma,4.01,516.0,1.10976,-0.5,0.22266,0.18544,4.24608,0.0,0.60663,0.61913,0.4863,1.60851,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Petitgrain', 'Pink Pepper', 'Calabrian bergamot'], 'midnotes': ['Cedar', 'Cardamom', 'Geranium'], 'bottomnotes': ['Patchouli', 'Tonka Bean', 'Moss']}"
Bergamotto di Calabria La Spugnatura,Acqua di Parma,4.11,227.0,0.08397,-0.37273,0.75652,0.16502,0.0,0.0,0.0,0.63591,0.25615,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Grapefruit', 'Mandarin Orange', 'Orange'], 'bottomnotes': ['Geranium', 'Fennel']}"
Osmanthus Eau de Parfum,Acqua di Parma,3.86,647.0,-0.82712,-0.69198,0.6875,0.199,0.0,0.0,0.0,1.37598,0.0,1.05127,0.0,1.48443,0.0,0.0,0.0,"{'topnotes': ['Green Mandarin', 'Neroli'], 'midnotes': ['Peony', 'Pink Pepper', 'Ambrette (Musk Mallow)'], 'bottomnotes': ['Patchouli', 'Osmanthus']}"
Acqua di Parma Colonia Pura,Acqua di Parma,4.01,1304.0,0.70652,-0.12917,0.7719,0.18465,0.13746,0.0,0.0,2.78466,1.08457,0.0,0.0,2.49582,0.95276,0.0,0.0,"{'topnotes': ['Ozonic notes', 'Petitgrain', 'Bergamot', 'Orange'], 'midnotes': ['Jasmine Sambac', 'Coriander', 'Narcissus'], 'bottomnotes': ['White Musk', 'Cedar', 'Patchouli']}"
Chinotto di Liguria,Acqua di Parma,3.89,798.0,0.42857,-0.04181,0.73449,0.16782,0.13857,0.0,0.0,0.57377,0.4863,0.35343,0.0,0.85009,0.60961,0.0,0.0,"{'topnotes': ['Chinotto', 'Mandarin Orange'], 'midnotes': ['Jasmine', 'Rosemary', 'Geranium', 'Cardamom'], 'bottomnotes': ['Musk', 'Patchouli']}"
Ambra Eau de Parfum,Acqua di Parma,3.88,238.0,0.87121,-0.63303,-0.18868,0.24301,0.96537,1.08414,1.54463,0.43621,0.0,0.27818,0.0,0.82626,1.09038,0.0,0.0,"{'topnotes': ['Petitgrain', 'Calabrian bergamot', 'Orange'], 'midnotes': ['Rose', 'Cedar', 'Cypriol Oil or Nagarmotha', 'Patchouli'], 'bottomnotes': ['Labdanum', 'Ambergris', 'Musk', 'Vanilla', 'Sandalwood']}"
Colonia Il Profumo,Acqua di Parma,4.39,49.0,0.69697,-0.21739,0.63333,0.14384,0.88173,0.0,0.0,0.63591,0.30061,0.0,0.46267,0.0,0.0,0.0,0.0,"{'topnotes': ['Pineapple', 'Lemon', 'Bergamot', 'Petitgrain', 'Orange'], 'midnotes': ['Rose', 'Lavender', 'Verbena', 'Ylang-Ylang', 'Neroli'], 'bottomnotes': ['Vetiver', 'Cedar', 'Moss', 'Leather', 'Sandalwood', 'Patchouli']}"
Colonia Ambra,Acqua di Parma,4.08,605.0,0.87755,-0.24167,-0.08421,0.20696,0.0,1.58473,1.65667,3.99246,0.30015,0.0,0.0,0.0,1.62522,0.0,0.0,"{'topnotes': ['Musk', 'Ambergris', 'Sea Notes'], 'midnotes': [], 'bottomnotes': []}"
Colonia Leather Eau de Cologne Concentrée,Acqua di Parma,4.42,1526.0,1.4075,-0.26074,-0.15302,0.26237,0.19747,4.36837,0.0,0.40972,0.0,0.0,0.0,1.02263,0.0,0.0,0.0,"{'topnotes': ['Raspberry', 'Brazilian Orange', 'Sicilian Lemon'], 'midnotes': ['Rose', 'Red Thyme', 'Petitgrain Paraguay', 'Honeysuckle'], 'bottomnotes': ['Leather', 'Guaiac Wood', 'Atlas Cedar']}"
Acqua di Parma Blu Mediterraneo - Arancia La Spugnatura,Acqua di Parma,4.09,229.0,0.2027,-0.736,0.65672,0.17424,0.0,0.0,0.0,0.63591,0.0,0.0,0.44588,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Sicilian Orange', 'Mandarin Orange'], 'midnotes': ['Bitter Almond', 'Black Pepper'], 'bottomnotes': ['Musk', 'Cedar']}"
Yuzu Eau de Parfum,Acqua di Parma,3.77,549.0,-0.19495,-0.82895,0.78776,0.20677,0.0,0.0,0.0,3.8455,0.81644,0.0,0.50432,2.82119,0.40961,0.0,0.0,"{'topnotes': ['Sichuan Pepper', 'Yuzu', 'Calabrian bergamot'], 'midnotes': ['Mimosa', 'Jasmine', 'Lotus', 'Violet Leaf'], 'bottomnotes': ['Musk', 'Licorice', 'Sandalwood']}"
Colonia Intensa,Acqua di Parma,4.26,2059.0,1.32277,-0.03431,0.63158,0.14506,0.1576,0.93631,0.35717,1.4538,1.45344,0.58092,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Sicilian Lemon', 'Ginger', 'Cardamom', 'Calabrian bergamot'], 'midnotes': ['Myrtle', 'Artemisia', 'Neroli'], 'bottomnotes': ['Benzoin', 'Cedar', 'Leather', 'Musk', 'Patchouli']}"
Sakura Eau de Parfum,Acqua di Parma,3.96,423.0,-1.0,-0.82639,0.68208,0.22546,0.0,0.0,0.0,1.51213,0.0,0.0,0.0,2.39833,1.17863,0.0,0.0,"{'topnotes': ['Yellow Mandarin', 'Pink Pepper', 'Calabrian bergamot'], 'midnotes': ['Jasmine Sambac', 'Cherry Blossom'], 'bottomnotes': ['Musk']}"
Vaniglia Eau de Parfum,Acqua di Parma,4.07,530.0,-0.28674,-0.6652,0.00474,0.25776,0.13355,0.0,1.25167,0.41609,0.0,0.0,1.62757,1.70254,1.25562,0.0,0.0,"{'topnotes': ['Mandarin Orange', 'Heliotrope', 'Neroli', 'Calabrian bergamot'], 'midnotes': ['Vanilla', 'Jasmine Sambac'], 'bottomnotes': ['Musk', 'Cedar']}"
Cedro di Taormina,Acqua di Parma,4.17,710.0,0.92308,-0.16239,0.74061,0.13976,0.26363,0.0,0.0,1.54871,3.66003,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Basil', 'Petitgrain', 'Citruses'], 'midnotes': ['Lavender', 'Black Pepper'], 'bottomnotes': ['Labdanum', 'Virginian Cedar', 'Vetiver']}"
Acqua di Parma Blu Mediterraneo - Ginepro di Sardegna,Acqua di Parma,4.19,913.0,0.68362,-0.07092,0.67385,0.15944,0.20464,0.0,0.0,0.0,0.38665,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Bergamot', 'Pepper', 'Allspice', 'Juniper', 'Nutmeg'], 'midnotes': ['Cypress', 'Sage'], 'bottomnotes': ['Virginia Cedar']}"
Colonia Essenza Special Edition 2015,Acqua di Parma,4.45,47.0,0.64286,0.15385,0.72727,0.14286,2.25362,0.0,0.0,0.63591,2.03618,0.2758,0.0,1.00462,0.0,0.0,0.0,"{'topnotes': ['Mandarin Orange', 'Bergamot', 'Grapefruit', 'Petitgrain', 'Orange'], 'midnotes': ['Sage', 'Jasmine', 'Lily-of-the-Valley', 'Rose', 'Rosemary', 'Neroli'], 'bottomnotes': ['Moss', 'Patchouli', 'Musk', 'Amber', 'Cloves', 'Vetiver']}"
Colonia Sandalo Concentrée ,Acqua di Parma,4.27,403.0,1.32609,-0.15254,0.25874,0.20192,0.21871,0.0,1.01787,0.63591,1.70904,0.49922,0.46411,0.0,0.44493,0.0,0.0,"{'topnotes': ['Lemon', 'Petitgrain', 'Bergamot', 'Orange'], 'midnotes': ['Lavender', 'Cardamom'], 'bottomnotes': ['Tonka Bean', 'Sandalwood', 'Amber']}"
Acqua di Parma Colonia Assoluta,Acqua di Parma,4.23,1164.0,0.75333,-0.14394,0.76573,0.16419,0.93405,0.0,0.0,0.63591,0.25993,0.27624,0.44067,1.5114,0.0,0.0,0.0,"{'topnotes': ['Sweet Orange', 'Lemon Verbena', 'Bergamot', 'Bitter Orange'], 'midnotes': ['Jasmine', 'Cedar', 'Ylang-Ylang', 'Paprika', 'Cardamom', 'Pink Pepper', 'Vetiver'], 'bottomnotes': ['Resins', 'White Musk', 'Oakmoss', 'Patchouli']}"
Colonia Intensa Oud Eau de Cologne Concentree,Acqua di Parma,4.34,1016.0,1.27703,-0.14844,-0.21127,0.2302,0.13522,3.69722,0.0,1.38297,0.34672,0.0,0.0,0.0,0.58977,0.0,0.0,"{'topnotes': ['Citruses'], 'midnotes': ['Amyris', 'Agarwood (Oud)', 'Coriander'], 'bottomnotes': ['Leather', 'Musk']}"
Colonia Quercia,Acqua di Parma,4.07,546.0,1.30282,-0.28333,0.41304,0.17687,4.01669,0.0,0.0,0.63591,1.57603,0.45102,0.0,0.87841,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Pink Pepper', 'Bergamot', 'Petitgrain'], 'midnotes': ['Cedar', 'Cardamom', 'Geranium'], 'bottomnotes': ['Tonka Bean', 'Oakmoss', 'Patchouli']}"
Mirto Di Panarea Forte Special Edition Eau De Toilette,Acqua di Parma,4.38,85.0,-0.10909,-0.13636,0.74074,0.14286,0.11625,0.0,0.0,1.87894,1.83697,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Myrtle', 'Italian Lemon', 'Basil', 'Bergamot'], 'midnotes': ['Jasmine', 'Damask Rose', 'Sea Notes'], 'bottomnotes': ['Mastic or Lentisque', 'Cedar', 'Juniper', 'Amber']}"
Note di Colonia III,Acqua di Parma,4.44,189.0,0.75676,-0.97059,-0.11429,0.22573,0.13505,0.0,1.60536,0.3235,0.27035,0.39436,0.46098,0.0,0.0,0.0,0.0,"{'topnotes': ['Ginger', 'Mandarin Orange'], 'midnotes': ['Olibanum', 'Jasmine', 'Vetiver'], 'bottomnotes': ['Myrhh', 'Tonka Bean', 'Labdanum']}"
Colonia Vaniglia,Acqua di Parma,4.06,104.0,-0.03125,-0.07692,-0.05,0.25728,0.0,0.0,1.25167,0.627,0.0,0.0,0.5121,1.97284,1.59615,0.0,0.0,"{'topnotes': ['Bergamot', 'Mandarin Orange'], 'midnotes': ['Vanilla', 'Jasmine Sambac'], 'bottomnotes': ['Musk']}"
Zafferano,Acqua di Parma,4.07,281.0,0.09497,-0.86713,0.17924,0.16272,0.18204,0.0,0.99223,0.63591,0.46293,0.56475,0.57865,2.53522,0.0,1.9886,0.0,"{'topnotes': ['Bitter Orange', 'Bergamot', 'Coriander', 'Mandarin Orange'], 'midnotes': ['Geranium', 'Orange Blossom', 'Rose', 'Jasmine Sambac', 'Saffron'], 'bottomnotes': ['Woody Notes', 'Vanilla', 'Tonka Bean']}"
Colonia Futura,Acqua di Parma,3.83,685.0,1.1875,-0.13456,0.67353,0.13596,0.89085,0.0,0.0,0.63591,2.62225,1.12393,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Pink Pepper', 'Bergamot', 'Grapefruit'], 'midnotes': ['Sage', 'Lavender'], 'bottomnotes': ['Vetiver']}"
Mandarino Millesimato 2022,Acqua di Parma,4.48,29.0,0.26087,-0.90909,0.71429,0.12766,0.11712,0.0,0.0,0.63591,0.95159,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Blood Orange', 'Bergamot', 'Mandarin Orange'], 'midnotes': ['Spearmint', 'Petitgrain'], 'bottomnotes': ['Musk', 'Cedar', 'Patchouli']}"
Colonia Ebano,Acqua di Parma,4.03,324.0,1.43925,-0.03226,0.0146,0.23224,0.99219,0.0,1.21348,0.31209,0.25786,0.40288,2.00673,0.0,0.0,0.0,0.0,"{'topnotes': ['Resins', 'Red Pepper', 'Bergamot', 'Petitgrain'], 'midnotes': ['Honey', 'Ebony'], 'bottomnotes': ['Patchouli', 'Vetiver']}"
Note Di Colonia V,Acqua di Parma,4.17,76.0,0.4,-1.58824,0.71795,0.20732,0.24071,0.0,0.0,1.49351,0.40381,0.40504,0.0,0.0,0.34775,0.0,0.0,"{'topnotes': ['Lemon', 'Pink Pepper', 'Calabrian bergamot'], 'midnotes': ['Ginger', 'Juniper'], 'bottomnotes': ['Cedar', 'Sandalwood']}"
Mirto di Panarea Limited Edition,Acqua di Parma,3.97,38.0,0.08696,-0.31579,0.61905,0.10937,0.13664,0.0,0.0,2.16134,1.78027,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Myrtle', 'Italian Lemon', 'Basil', 'Bergamot'], 'midnotes': ['Jasmine', 'Damask Rose', 'Sea Notes'], 'bottomnotes': ['Virginian Cedar', 'Mastic or Lentisque', 'Juniper', 'Amber']}"
Luce di Rosa,Acqua di Parma,3.94,86.0,-0.32075,-0.82927,0.35135,0.20614,0.16717,0.0,0.0,0.47647,1.42905,1.48087,0.0,1.50049,0.55537,0.0,0.0,"{'topnotes': ['Bergamot', 'Cardamom', 'Pink Pepper', 'Black Pepper', 'Mandarin'], 'midnotes': ['Geranium', 'Bulgarian Rose'], 'bottomnotes': ['Musk', 'Guaiac Wood', 'Cedar', 'Vetiver']}"
Camelia Eau de Parfum,Acqua di Parma,3.8,158.0,-0.80882,-0.80392,0.69841,0.18182,0.0,0.0,0.0,0.63591,0.31072,1.83627,0.0,2.1649,3.19109,0.0,0.0,"{'topnotes': ['Yellow Mandarin', 'Pink Pepper', 'Cardamom', 'Calabrian bergamot'], 'midnotes': ['Clary Sage', 'Jasmine Sambac', 'Camelia'], 'bottomnotes': ['Musk', 'Benzoin']}"
Note di Colonia I,Acqua di Parma,4.12,96.0,0.46341,-1.5122,0.575,0.20202,1.36572,0.0,0.0,0.63591,1.6607,0.0,0.0,4.40658,0.55106,0.0,0.0,"{'topnotes': ['Neroli', 'Bergamot'], 'midnotes': ['Lavender', 'Violet', 'Damask Rose'], 'bottomnotes': ['Cedar', 'Patchouli']}"
Note di Colonia II,Acqua di Parma,4.37,114.0,0.66667,-0.94737,0.54717,0.10897,0.99291,0.0,0.0,0.59471,2.40593,0.36591,0.0,0.0,1.05262,0.0,0.0,"{'topnotes': ['Basil', 'Bergamot', 'Grapefruit', 'Orange', 'Cardamom'], 'midnotes': ['Guaiac Wood', 'Sandalwood'], 'bottomnotes': ['Musk', 'Vetiver']}"
Colonia Mirra,Acqua di Parma,4.15,505.0,1.09645,-0.36628,-0.12552,0.2496,0.92404,0.0,1.66036,0.32484,0.0,0.34866,0.45881,0.75189,0.0,0.0,0.0,"{'topnotes': ['Citruses', 'Orange Blossom'], 'midnotes': ['Myrhh', 'Nutmeg'], 'bottomnotes': ['Patchouli', 'Amber']}"
Blu Mediterraneo Quercia Marina,Acqua di Parma,4.16,19.0,1.0,0.0,0.66667,0.10714,0.18209,0.0,0.0,4.41666,1.6578,0.30814,0.0,0.79331,0.0,0.0,0.0,"{'topnotes': ['Carnation', 'Virginia Cedar', 'Seaweed', 'Mint'], 'midnotes': [], 'bottomnotes': []}"
Guidance,Amouage,3.87,4205.0,-1.41845,-0.88954,0.0326,0.25204,0.26363,0.0,2.06853,0.0,0.0,0.40355,2.41958,0.74957,0.40416,0.0,0.0,"{'topnotes': ['Pear', 'Olibanum', 'Hazelnut'], 'midnotes': ['Jasmine Sambac', 'Rose', 'Saffron', 'Osmanthus'], 'bottomnotes': ['Labdanum', 'Ambergris', 'Vanilla', 'Akigalawood', 'Sandalwood']}"
Opus XIV – Royal Tobacco,Amouage,4.23,1949.0,1.28169,-0.61504,-0.49473,0.32026,0.13865,1.66786,2.64737,0.0,0.30209,1.80964,0.68036,0.0,0.0,0.0,0.0,"{'topnotes': ['Basil', 'Olibanum', 'Bergamot', 'Elemi resin', 'Anise', 'Cardamom'], 'midnotes': ['Licorice', 'Fenugreek', 'Orange Blossom', 'Rose', 'Osmanthus', 'Lavender', 'Prunol', 'Tobacco'], 'bottomnotes': ['Benzoin', 'Bourbon Vanilla', 'Labdanum', 'Olibanum', 'Guaiac Wood', 'Birch Tar', 'Musk', 'Myrrh', 'Peru Balsam', 'Agarwood (Oud)', 'Tonka Bean', 'Vetiver']}"
Reflection Man,Amouage,4.37,7696.0,0.9671,-0.63803,0.34071,0.17183,1.00887,0.0,0.0,0.31636,0.32637,0.27716,0.0,3.45714,0.44244,0.0,0.0,"{'topnotes': ['Rosemary', 'Pink Pepper', 'Petitgrain'], 'midnotes': ['Jasmine', 'Ylang-Ylang', 'Neroli', 'Orris Root'], 'bottomnotes': ['Patchouli', 'Cedar', 'Sandalwood', 'Vetiver']}"
Reflection 45 Man,Amouage,4.39,1334.0,1.22092,-1.14286,0.00144,0.24603,0.2099,0.0,2.41203,0.0,0.40208,0.43207,0.0,2.42257,0.46452,0.0,0.0,"{'topnotes': ['Clary Sage', 'Benzoin', 'Juniper Berries', 'Lavender', 'Cardamom', 'Pink Pepper'], 'midnotes': ['Jasmine', 'Angelica', 'Iris', 'Vanilla', 'Neroli', 'Tonka Bean'], 'bottomnotes': ['Cedar', 'Olibanum', 'Opoponax', 'Patchouli', 'Myrrh', 'Sandalwood', 'Vetiver']}"
Enclave,Amouage,4.15,1771.0,0.88169,-0.60777,0.09187,0.23991,1.10488,0.83738,1.72689,0.0,1.61018,1.97117,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Cardamom', 'Pink Pepper', 'Cinnamon', 'Peppermint'], 'midnotes': ['Vetiver', 'Olibanum', 'Rose', 'Patchouli'], 'bottomnotes': ['Amber Xtreme', 'Leather', 'Labdanum']}"
Search,Amouage,3.88,927.0,1.04673,-0.90722,0.47312,0.12892,2.29626,0.0,1.17587,0.63591,0.46881,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Lime', 'Mandarin Orange'], 'midnotes': ['Olibanum', 'Black Pepper', 'elemi'], 'bottomnotes': ['Cade oil', 'Guaiac Wood', 'Vetiver']}"
Note di Colonia IV,Acqua di Parma,4.38,139.0,0.4127,-0.80328,0.2037,0.23446,1.00262,0.0,1.97231,0.58027,0.0,0.0,0.67869,2.24311,0.0,0.0,0.0,"{'topnotes': ['Bergamot', 'Mandarin Orange'], 'midnotes': ['Turkish Rose', 'Orange Blossom'], 'bottomnotes': ['Labdanum', 'Opoponax', 'Patchouli']}"
Epic Man,Amouage,4.17,3447.0,1.51113,-0.50722,-0.19878,0.27341,0.18291,2.94009,1.86036,0.0,0.29917,0.54998,0.0,0.0,0.57936,0.0,0.0,"{'topnotes': ['Saffron', 'Olibanum', 'Mace', 'Myrtle', 'Cardamom', 'Pink Pepper', 'Nutmeg', 'Caraway'], 'midnotes': ['Myrrh', 'Geranium'], 'bottomnotes': ['Cedar', 'Incense', 'Castoreum', 'Sandalowood', 'Leather', 'Styrax', 'Musk', 'Agarwood (Oud)', 'Patchouli']}"
Overture Man,Amouage,4.26,1992.0,1.56903,-0.338,-0.50395,0.2986,0.18699,3.58828,1.70429,0.0,0.25534,0.61004,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Ginger', 'Cardamom', 'Cumin', 'Cognac', 'Grapefruit', 'Saffron', 'Nutmeg'], 'midnotes': ['Benzoin', 'Geranium', 'Labdanum', 'Myrrh', 'Cinnamon', 'Mastic or Lentisque', 'Patchouli'], 'bottomnotes': ['Clary Sage', 'Incense', 'Smoke', 'Animal notes', 'Leather', 'Sandalwood']}"
Colonia Assoluta Edizione Speciale 2013,Acqua di Parma,4.2,15.0,-1.0,0.0,0.42857,0.14286,2.57609,0.0,0.0,0.63591,0.30714,0.45271,0.51004,2.40595,0.62822,0.0,0.0,"{'topnotes': ['Sweet Orange', 'Bergamot', 'Bitter Orange', 'Lemon Verbena'], 'midnotes': ['Jasmine', 'Cedar', 'Pimento', 'Ylang-Ylang', 'Cardamom', 'Pink Pepper', 'Vetiver'], 'bottomnotes': ['Musk', 'Patchouli', 'Amber', 'Moss']}"
Meander,Amouage,4.12,1490.0,0.23095,-0.76301,0.21222,0.20798,1.22641,0.0,0.40684,0.0,0.26239,0.33891,0.0,1.44912,1.17361,0.0,0.0,"{'topnotes': ['Olibanum', 'Carrot Seeds', 'Pink Pepper', 'Black Pepper'], 'midnotes': ['Orris', 'Rose', 'Cypriol Oil or Nagarmotha', 'Narcissus'], 'bottomnotes': ['Olibanum', 'Sandalwood', 'Vetiver']}"
Journey Man,Amouage,4.24,2529.0,1.4809,-0.48883,-0.07257,0.26986,0.17625,4.52046,0.53039,0.4768,0.38426,0.41636,0.53337,0.0,0.0,0.0,0.0,"{'topnotes': ['Sichuan Pepper', 'Cardamom', 'Neroli', 'Bergamot'], 'midnotes': ['Tobacco Leaf', 'Incense', 'Juniper Berries'], 'bottomnotes': ['Leather', 'Cypriol Oil or Nagarmotha', 'Musk', 'Tonka Bean']}"
