name,brand,ratingValue,ratingCount,gender_score,priceValue_score,timeOfDay_score,season_score,Woody & Earthy,Smoky & Leathery,Resinous & Balsamic,Citrus & Fresh,Green & Herbal,Warm & Spicy,Sweet & Gourmand,Floral,Powdery & Soft,Synthetic,Uncommon,notesBreakdown
Parc Floral,Zara,3.84,75.0,0.05769,1.11111,0.7027,0.14216,0.83895,0.87118,0.479,0.0,0.0,0.0,0.0,4.00625,1.77332,4.15971,0.0,"{'topnotes': ['Iris', 'Mineral notes', 'Musk', 'Amber'], 'midnotes': [], 'bottomnotes': []}"
Classics 6.0,Zara,4.19,70.0,0.7,1.2973,0.07143,0.17416,1.15989,0.0,0.0,0.0,0.0,0.0,0.0,4.39111,0.59996,0.0,0.0,"{'topnotes': ['Iris', 'Pear'], 'midnotes': ['Cedar', 'Vetiver'], 'bottomnotes': ['Tonka Bean', 'Patchouli']}"
White Warm,Zara,4.11,19.0,0.9375,1.17647,0.72727,0.28333,2.57226,0.0,0.0,0.0,1.4359,0.29539,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Gin'], 'midnotes': ['Vetiver'], 'bottomnotes': ['Patchouli']}"
Los Angeles 6902 Hollywood Boulevard,Zara,3.85,27.0,0.95455,1.36842,-0.16667,0.35714,2.36689,2.5618,0.76992,0.0,0.25936,0.61004,0.5691,0.0,0.0,0.0,0.0,"{'topnotes': ['Cardamom'], 'midnotes': ['Tobacco'], 'bottomnotes': ['Patchouli']}"
Zara San Francisco 250 Post Street,Zara,3.85,98.0,0.5,1.15789,0.55319,0.25676,0.22149,0.0,0.99641,0.30469,0.0,0.0,0.43568,3.44658,0.75076,0.0,0.0,"{'topnotes': ['Yuzu', 'Pepper'], 'midnotes': ['Violet'], 'bottomnotes': ['Vanilla', 'Cedar']}"
Wild Coolness,Zara,4.26,23.0,0.84,1.40909,0.77778,0.15854,0.0,0.0,0.40761,0.63591,0.25936,0.36806,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Grapefruit'], 'midnotes': ['Cardamom'], 'bottomnotes': ['Benzoin']}"
Zara Black,Zara,3.93,45.0,1.35714,1.21429,-0.55556,0.29,0.0,1.93427,1.80256,0.48753,1.25646,0.34671,0.47652,0.0,0.0,0.0,0.0,"{'topnotes': ['Incense', 'Mandarin Orange', 'Nutmeg', 'Rhubarb'], 'midnotes': [], 'bottomnotes': []}"
Surfing Cape Saint Francis,Zara,4.16,19.0,0.33333,1.21429,0.5,0.1875,0.99003,0.84503,0.0,0.61982,1.34327,0.0,0.0,0.70823,0.36453,0.0,0.0,"{'topnotes': ['Cypress', 'Lavender', 'Grapefruit', 'Bergamot'], 'midnotes': ['Wild Berries', 'Violet', 'Nutmeg', 'Sea Notes'], 'bottomnotes': ['Leather', 'Patchouli', 'Vetiver']}"
4MBROX,Zara,4.23,39.0,1.2,1.8,0.0,0.2027,0.14292,0.0,0.61622,0.0,0.0,0.0,0.0,0.0,1.57484,0.0,0.0,"{'topnotes': ['Musk', 'Ambroxan', 'Cedar'], 'midnotes': [], 'bottomnotes': []}"
SRPLS FRGRNC 01,Zara,4.12,17.0,0.09091,1.625,0.33333,0.18,0.21412,0.94663,0.64683,0.0,0.0,1.9399,0.46428,0.0,1.69481,0.0,0.0,"{'topnotes': ['Pink Pepper', 'Spices'], 'midnotes': ['Guaiac Wood'], 'bottomnotes': ['Musk', 'Amber']}"
Zara Black Tag Intense,Zara,4.13,54.0,1.57143,0.75,-0.34615,0.2381,0.15647,2.7867,0.0,0.43729,0.22992,0.0,0.0,0.0,0.96391,0.0,0.0,"{'topnotes': ['Cedar', 'Bergamot', 'Leather', 'Suede', 'Black Pepper'], 'midnotes': [], 'bottomnotes': []}"
Wood Noir,Zara,4.21,126.0,1.63636,1.2,-0.49091,0.28912,0.26363,0.0,0.0,0.41176,3.15139,0.9958,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Sage', 'Lavender', 'dark woodsy notes', 'Bergamot'], 'midnotes': [], 'bottomnotes': []}"
Zara Homme,Zara,4.45,38.0,1.66667,1.0,-0.35714,0.28125,0.21442,0.92886,0.0,0.3985,0.0,3.32787,0.0,0.0,1.37028,0.0,0.0,"{'topnotes': ['Grapefruit'], 'midnotes': ['Cumin', 'Cinnamon'], 'bottomnotes': ['Musk', 'Cedar']}"
Place Dauphine,Zara,3.85,65.0,0.67442,1.0,0.75758,0.14024,0.0,1.38751,1.65667,3.27415,0.0,0.53988,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Salt', 'Ginger', 'Ambergris', 'Mandarin Orange'], 'midnotes': [], 'bottomnotes': []}"
Tie Or Dye,Zara,3.95,77.0,0.78125,1.35484,0.075,0.22901,0.19265,0.0,0.63835,0.94645,0.73547,0.0,2.03842,0.0,2.00358,0.0,0.0,"{'topnotes': ['Apple'], 'midnotes': ['Coconut'], 'bottomnotes': ['Cedar']}"
10.0 Zara,Zara,3.95,41.0,1.2,0.6,0.62963,0.1371,0.18428,0.0,0.0,4.38795,1.05244,0.0,0.0,0.0,0.33822,0.0,0.0,"{'topnotes': ['Nutmeg', 'Bergamot', 'Watery Notes', 'Mandarin Orange'], 'midnotes': ['Jasmine', 'Violet', 'Green Notes'], 'bottomnotes': ['Patchouli', 'Woodsy Notes', 'Amber']}"
Ice Walk,Zara,4.0,67.0,1.33333,1.6,0.45946,0.20673,1.0854,0.0,0.0,0.55628,2.67075,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Lavender'], 'bottomnotes': ['Vetiver']}"
Strolling Over Heaven,Zara,4.19,86.0,1.3,1.0,-0.11364,0.24194,0.0,0.0,1.35723,0.0,1.75672,1.74363,0.51863,0.0,0.0,0.0,0.0,"{'topnotes': ['Sage'], 'midnotes': ['Clove'], 'bottomnotes': ['Tonka Bean']}"
Zara Homme Night,Zara,4.36,73.0,1.33333,1.33333,-0.74286,0.20769,0.0,0.8998,1.94853,0.49894,0.23492,0.27499,0.0,2.0948,0.47182,0.0,0.0,"{'topnotes': ['Lemon', 'Bergamot'], 'midnotes': ['Jasmine', 'Pepper'], 'bottomnotes': ['Vanilla', 'Amber']}"
Grey Soul,Zara,3.94,18.0,0.6,1.8,0.69231,0.20968,0.0,0.0,0.0,3.06877,0.77389,0.0,0.0,0.0,1.19646,0.0,0.0,"{'topnotes': ['Green Apple'], 'midnotes': ['Salt'], 'bottomnotes': ['Musk']}"
Vancouver Hornby Street Down,Zara,3.96,70.0,0.85185,1.35417,-0.10811,0.24561,2.22973,0.0,0.0,0.77782,0.0,0.61004,0.48225,0.0,0.0,0.0,0.0,"{'topnotes': ['Red Apple'], 'midnotes': ['Aromatic Spices'], 'bottomnotes': ['Patchouli']}"
Zara for Him Cedar Wood,Zara,4.33,43.0,0.85714,1.125,0.40909,0.21875,0.26363,0.0,0.0,0.0,0.21616,0.50491,0.0,0.0,0.97943,0.0,0.0,"{'topnotes': ['Lemon', 'Ginger', 'Pink Pepper'], 'midnotes': ['Cedar', 'Cardamom'], 'bottomnotes': ['Musk', 'Incense', 'Sandalwood']}"
Blue Hole,Zara,4.36,100.0,0.8125,1.07143,0.7069,0.21429,1.2435,0.0,0.0,1.42807,0.24801,0.27076,0.0,1.12809,0.0,0.0,0.0,"{'topnotes': ['Lemon'], 'midnotes': ['Jasmine'], 'bottomnotes': ['Patchouli']}"
Zara San Francisco,Zara,4.02,51.0,0.75,0.85714,0.44,0.14754,0.18689,0.0,1.25167,0.41877,0.63277,0.0,0.52668,3.18571,0.72769,0.0,0.0,"{'topnotes': ['Yuzu', 'Pepper'], 'midnotes': ['Violet'], 'bottomnotes': ['Vanilla', 'Cedar']}"
Zara Man Limited,Zara,4.11,66.0,1.21429,0.8,0.63333,0.125,0.0,0.97158,0.49677,0.0,1.93209,0.0,0.49803,1.69796,1.27273,0.0,0.0,"{'topnotes': ['Musk', 'Artemisia', 'Tiare Flower', 'Amber'], 'midnotes': [], 'bottomnotes': []}"
Lemon Lazuli,Zara,4.3,27.0,0.70833,1.5,0.59091,0.18627,0.0,0.0,1.25167,0.36883,0.0,0.0,0.46362,0.0,0.38289,0.0,0.0,"{'topnotes': ['Mandarin Orange'], 'midnotes': ['Labdanum'], 'bottomnotes': ['Vanilla']}"
Tiveden,Zara,4.21,106.0,0.9375,1.66667,0.44444,0.22414,0.24575,3.91121,0.0,0.0,0.28535,0.61004,0.0,0.0,1.19177,0.0,0.0,"{'topnotes': ['Cardamom'], 'midnotes': ['Sandalwood'], 'bottomnotes': ['Leather', 'Musk']}"
D Collection,Zara,4.35,63.0,1.0,1.33333,0.73333,0.08228,0.0,0.0,1.35346,1.59643,1.70824,0.0,0.0,2.66341,1.46302,0.0,0.0,"{'topnotes': ['Herbal Notes', 'Lemon'], 'midnotes': ['Violet', 'Apple'], 'bottomnotes': ['Musk', 'Tonka Bean']}"
No Plans,Zara,3.87,45.0,0.66667,1.41935,0.76,0.16667,0.0,0.0,0.0,0.63591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Pear', 'Methyl Pamplemousse', 'Bergamot'], 'midnotes': [], 'bottomnotes': []}"
Extreme 8.0,Zara,3.81,26.0,1.0,0.85714,0.41667,0.08621,0.12319,0.0,0.34729,2.35536,1.62688,0.0,0.0,1.5383,1.22983,0.0,0.0,"{'topnotes': ['Sea Notes', 'Bergamot', 'Mint'], 'midnotes': ['Violet', 'Geranium'], 'bottomnotes': ['Musk', 'Amber', 'Patchouli']}"
Norrland,Zara,4.3,64.0,0.0,0.0,0.0,0.0,1.30811,0.0,0.0,0.60378,0.467,0.30628,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Grapefruit'], 'midnotes': [], 'bottomnotes': []}"
Balafre Brun,Lancôme,3.96,28.0,2.0,-0.8,-0.25,0.21212,2.67213,1.5774,0.0,0.34587,2.58712,0.0,0.44496,0.0,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Lemon', 'Chamomile', 'Bergamot'], 'midnotes': ['Pine needles', 'Leather', 'Neroli', 'Cloves', 'Tobacco'], 'bottomnotes': ['Vetiver', 'Oakmoss', 'Cedar', 'Sandalwood', 'Amber']}"
Fresh Sandalwood,Zara,4.0,66.0,0.7037,1.44,0.6,0.18966,0.26363,0.0,0.0,0.44273,0.23581,0.34415,0.0,0.0,1.40426,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Sandalwood'], 'bottomnotes': ['Musk']}"
Impact Masculin,Zara,4.41,59.0,1.5,0.8,0.86207,0.22222,0.11677,0.0,0.0,0.63591,0.0,0.0,0.0,0.0,0.33622,0.0,0.0,"{'topnotes': ['Bergamot', 'Mandarin Orange'], 'midnotes': ['Neroli', 'Orange'], 'bottomnotes': ['Musk', 'Sandalwood']}"
Zara Night Pour Homme IV,Zara,4.23,70.0,1.6,1.66667,0.27778,0.16667,1.93377,1.9624,0.0,0.63591,0.24801,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Bergamot'], 'midnotes': ['Leather'], 'bottomnotes': ['Bamboo', 'Patchouli']}"
Sport 12.0,Zara,4.05,19.0,1.23529,1.13333,0.91667,0.23077,0.13329,0.0,0.52857,0.51451,1.54898,0.36218,0.0,0.69239,1.46068,0.0,0.0,"{'topnotes': ['Lemon', 'Cardamom', 'Bergamot', 'Mint'], 'midnotes': ['Lavender', 'Apple', 'Nutmeg'], 'bottomnotes': ['Cedar', 'Cassis', 'Musk', 'Amber', 'elemi']}"
Uomo,Zara,4.0,25.0,1.30435,1.45,0.15,0.18868,0.0,0.0,0.0,0.0,0.0,2.40632,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon'], 'midnotes': ['Nutmeg'], 'bottomnotes': ['Cinnamon']}"
Zara for Him Silver,Zara,4.12,59.0,1.0,0.66667,0.6,0.22807,0.0,0.0,1.25167,0.49776,1.35344,0.0,0.48939,0.0,1.58716,0.0,0.0,"{'topnotes': ['Vanila', 'Musk', 'Grapefruit', 'Lavender', 'Black Pepper'], 'midnotes': [], 'bottomnotes': []}"
Man Silver Winter,Zara,3.84,31.0,1.1875,1.44444,0.53846,0.21212,0.15007,0.0,0.68196,0.0,1.8243,0.0,0.0,0.0,0.393,0.0,0.0,"{'topnotes': ['Mint'], 'midnotes': ['Amber'], 'bottomnotes': ['Sandalowood']}"
Zara Black Tag Eau de Parfum 2017,Zara,4.44,43.0,1.14286,2.0,0.41667,0.14754,0.12701,0.0,0.91251,0.63591,0.31555,0.0,0.0,0.0,1.28607,0.0,0.0,"{'topnotes': ['Pepper', 'Bergamot', 'Musk', 'Vanilla', 'Grapefruit', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
For Him Silver Sport,Zara,4.26,19.0,1.75,1.2,0.73333,0.18966,0.11754,0.0,0.0,1.42568,0.0,0.53887,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Pomelo'], 'midnotes': ['Ginger'], 'bottomnotes': ['Sandalwood']}"
Scent #2,Zara,3.97,62.0,1.5,1.23077,0.46875,0.16667,0.0,0.80075,0.0,0.0,2.22432,1.24085,0.42916,0.65926,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Leather', 'Anise'], 'midnotes': [], 'bottomnotes': []}"
Programme Homme Cologne,Lancôme,4.25,20.0,2.0,-2.0,-0.14286,0.275,2.61228,0.0,0.65727,0.41214,3.23164,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Basil', 'Lime'], 'midnotes': ['Lavender', 'Geranium', 'Oakmoss'], 'bottomnotes': ['Labdanum', 'Olibanum']}"
Greenery,Zara,4.13,38.0,1.33333,0.75,0.55,0.20408,0.17404,1.00121,0.43355,1.5135,0.26256,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Citruses'], 'midnotes': ['Black Currant'], 'bottomnotes': ['Texas Cedar', 'Black Amber']}"
Blue Spirit 2019,Zara,3.82,17.0,1.0,1.0,0.71429,0.07895,0.0,1.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Pepper'], 'midnotes': ['Nutmeg'], 'bottomnotes': ['Leather']}"
Honolulu 1450 Ala Moana Boulevard,Zara,3.94,17.0,1.125,1.0,0.53333,0.09722,0.0,0.0,0.0,4.99193,0.4042,0.0,0.0,0.0,0.98285,0.0,0.0,"{'topnotes': ['Musk', 'Bergamot', 'Sea Notes'], 'midnotes': [], 'bottomnotes': []}"
Intense Vetyver,Zara,4.4,20.0,2.0,2.0,0.83333,0.13333,1.46712,0.0,0.0,1.3952,1.86656,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Citruses', 'Green Notes', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
Soft Haze,Zara,4.36,59.0,0.66667,0.72727,0.67742,0.20667,0.26363,0.0,0.0,0.0,0.0,0.30724,0.0,0.0,0.33034,4.49191,0.0,"{'topnotes': ['Mineral notes'], 'midnotes': ['Black Pepper'], 'bottomnotes': ['Cedar']}"
C0R4N0L,Zara,3.89,46.0,1.0,1.5,0.125,0.1625,0.20563,0.0,0.0,0.0,0.2519,0.39043,0.0,2.6749,0.0,0.0,0.0,"{'topnotes': ['Cardamom'], 'midnotes': ['Coranol'], 'bottomnotes': ['Cedar']}"
Zara Sport Pour Homme,Zara,3.98,43.0,2.0,1.5,0.75,0.15385,0.20019,0.0,0.0,2.76177,2.25651,0.0,0.0,0.0,0.41761,0.0,0.0,"{'topnotes': ['Melon', 'Bergamot'], 'midnotes': ['Thyme', 'Apple'], 'bottomnotes': ['Sandalwood']}"
Zara Collection Man,Zara,3.81,84.0,1.72727,0.91667,0.3,0.09333,3.08679,0.0,0.0,0.58645,1.42801,0.52828,0.0,0.922,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Lime'], 'midnotes': ['Geranium', 'Spicy Notes'], 'bottomnotes': ['Pepper', 'Moss']}"
Zara Unshakable,Zara,4.0,25.0,1.2,1.2,0.64286,0.16667,1.29275,0.0,1.66555,0.0,1.75591,0.0,0.0,0.0,0.37498,0.0,0.0,"{'topnotes': ['Cedar', 'Bay Leaf', 'Lavender', 'Vanilla', 'Patchouli'], 'midnotes': [], 'bottomnotes': []}"
Ambar,Zara,4.11,45.0,0.66667,1.66667,-0.3,0.28571,0.0,0.0,0.76426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Amber'], 'midnotes': [], 'bottomnotes': []}"
Sport 9.0,Zara,3.86,37.0,0.74074,1.23077,0.57895,0.16667,0.0,0.0,0.0,0.63591,1.27503,0.4385,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lemon', 'Bergamot', 'Mandarin Orange', 'Orange'], 'midnotes': ['Lavender', 'Cardamom', 'Pepper'], 'bottomnotes': ['Ginger', 'Geranium']}"
The Denim Jacket,Zara,4.31,26.0,1.1,1.66667,0.35294,0.18182,0.15291,0.0,1.02234,0.35264,1.94108,1.37497,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Grapefruit', 'Granny Smith apple', 'Bergamot', 'Black Pepper'], 'midnotes': ['Sage', 'Lavender', 'Geranium'], 'bottomnotes': ['Patchouli', 'Tonka Bean', 'Amberwood', 'Vetiver']}"
DNWR,Zara,3.9,21.0,1.08696,0.77778,0.33333,0.18333,0.14398,0.0,0.0,0.53318,1.816,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Rosemary', 'Bergamot'], 'midnotes': [], 'bottomnotes': []}"
No Night,Zara,3.97,31.0,1.3125,1.35294,-0.23529,0.19811,0.26363,0.0,0.0,0.0,2.02825,0.35382,0.0,0.0,0.488,0.0,0.0,"{'topnotes': ['Lavender'], 'midnotes': ['Apple'], 'bottomnotes': ['Sandalwood']}"
Frayed Edge,Zara,3.82,34.0,0.96154,0.95833,0.3125,0.26042,1.12734,0.0,0.0,0.0,0.46085,0.61004,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Cardamom'], 'midnotes': ['Black Pepper'], 'bottomnotes': ['Vetiver']}"
Waimea,Zara,4.1,40.0,1.33333,1.25,0.44444,0.22973,0.97188,0.0,0.0,4.36226,0.4863,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Sea Notes'], 'bottomnotes': ['Vetiver']}"
Zara For Him 2005,Zara,4.09,35.0,1.8,1.0,-0.75,0.27778,0.25825,0.0,0.47052,0.4033,0.4863,0.0,0.0,0.0,0.96854,0.0,0.0,"{'topnotes': ['Juniper Berries', 'Amalfi Lemon', 'Bergamot'], 'midnotes': ['Gin', 'Nutmeg'], 'bottomnotes': ['Musk', 'Virginia Cedar', 'Amber']}"
Mexico Soul,Zara,4.0,34.0,1.33333,0.9,-0.11111,0.21053,0.23449,0.0,0.45454,5.29145,1.00143,0.46395,0.0,0.0,1.50715,0.0,0.0,"{'topnotes': ['Violet Leaf'], 'midnotes': ['Cardamom'], 'bottomnotes': ['Cashmeran']}"
Deep Blue Sea,Zara,3.79,34.0,1.45455,1.0,0.82353,0.15714,0.20827,0.0,0.0,5.20141,0.47268,0.0,0.0,0.0,0.34085,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Sea Notes'], 'bottomnotes': ['Cedar']}"
Zara Sydney,Zara,4.0,26.0,1.5,0.66667,0.85714,0.12121,2.51852,1.3382,1.65469,0.63129,0.4863,0.35666,0.0,1.66657,0.0,0.0,0.0,"{'topnotes': ['Elemi resin', 'Grapefruit'], 'midnotes': ['Rose', 'Incense'], 'bottomnotes': ['Patchouli', 'Vetiver']}"
C4SHMER4N,Zara,4.07,100.0,1.33333,1.4,-0.14706,0.22222,0.26363,0.0,1.50363,0.28016,0.24022,0.0,0.48325,0.0,1.67032,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Cashmeran'], 'bottomnotes': ['Tonka Bean']}"
Gardens In The Desert Sand,Zara,3.93,30.0,1.0,1.4,0.11111,0.19355,0.22003,0.0,0.0,0.76547,1.50938,0.61004,0.0,1.00841,0.42591,0.0,0.0,"{'topnotes': ['Pimento'], 'midnotes': ['Geranium'], 'bottomnotes': ['Sandalwood']}"
Zara Unbreakable,Zara,3.81,26.0,1.28571,0.875,0.88235,0.17073,0.15132,0.0,0.0,0.63591,0.22759,0.0,0.0,0.0,0.88253,0.0,0.0,"{'topnotes': ['Lemon', 'Cedar', 'Mandarin Orange', 'Bergamot', 'Musk'], 'midnotes': [], 'bottomnotes': []}"
Zara Oud,Zara,4.59,29.0,0.5,0.33333,-0.6,0.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Agarwood (Oud)'], 'midnotes': [], 'bottomnotes': []}"
Summer 14.0,Zara,4.18,22.0,0.16667,1.17647,0.5,0.15385,0.18689,0.0,0.0,5.20911,0.26048,0.0,0.43522,0.81601,0.43336,0.0,0.0,"{'topnotes': ['Lemon', 'Mandarin Orange', 'Bergamot', 'Violet', 'Apple'], 'midnotes': ['Pineapple', 'Watermelon', 'Rose', 'Grapefruit'], 'bottomnotes': ['Cedar', 'Musk', 'Watery Notes', 'Sandalwood', 'Vetiver']}"
Rinse Wash,Zara,3.97,29.0,1.17857,1.46154,0.73913,0.20652,2.36689,0.0,0.0,3.79932,0.0,0.54124,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Watery Notes'], 'midnotes': ['Aromatic Spices'], 'bottomnotes': ['Patchouli']}"
Pipeline,Zara,4.11,28.0,2.0,-0.5,0.93333,0.13043,1.2767,0.0,0.0,0.63591,0.0,0.27567,0.4283,0.0,0.56468,0.0,0.0,"{'topnotes': ['Lemon', 'Tangerine'], 'midnotes': ['Patchouli'], 'bottomnotes': ['Musk']}"
Sandalo,Zara,4.38,24.0,0.0,2.0,0.66667,0.27273,0.26363,0.0,0.0,0.0,0.0,0.35382,0.0,0.0,0.488,0.0,0.0,"{'topnotes': ['Sandalwood'], 'midnotes': [], 'bottomnotes': []}"
Bois Soleil For Him,Zara,4.0,37.0,-0.11111,1.52381,-0.21053,0.21,2.80798,0.0,0.83863,0.0,0.0,0.36528,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Nutmeg'], 'midnotes': ['Woody Notes'], 'bottomnotes': ['Patchouli']}"
Kilsbergen,Zara,4.11,36.0,1.0,0.0,0.26667,0.24324,0.0,0.0,1.39074,0.63591,0.303,0.0,0.67182,1.35053,0.0,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Orange Blossom'], 'bottomnotes': ['Tonka Bean']}"
Rich Leather,Zara,4.14,198.0,1.36364,0.3,0.56122,0.15927,2.60741,0.0,0.0,0.87668,0.0,1.24894,0.96186,0.0,0.0,0.0,0.0,"{'topnotes': ['Pineapple'], 'midnotes': ['Pink Pepper'], 'bottomnotes': ['Cedar', 'Moss']}"
Mineral Blue,Zara,4.19,16.0,1.0,1.0,0.375,0.16667,0.20067,0.0,1.35623,1.15009,0.64748,0.31866,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Apple', 'Mandarin Orange'], 'midnotes': ['Tonka Bean'], 'bottomnotes': ['Amberwood']}"
Sport 14.0,Zara,4.0,23.0,0.9,1.38889,0.78571,0.18966,0.183,0.0,0.0,5.05441,0.29363,0.0,0.0,1.28126,0.41633,0.0,0.0,"{'topnotes': ['Lemon', 'Violet', 'Bergamot', 'Mint'], 'midnotes': ['Watermelon', 'Rose', 'Apple', 'Grapefruit'], 'bottomnotes': ['Cedar', 'Birch Leaf', 'Musk', 'Watery Notes', 'Sandalwood', 'Vetiver']}"
Zara Homme Night 2014,Zara,4.13,30.0,1.2,1.0,-0.72222,0.27941,0.0,0.0,1.65273,0.29287,0.2349,0.0,0.53564,0.0,0.34576,0.0,0.0,"{'topnotes': ['Bergamot', 'Vanilla', 'Neroli', 'Tonka Bean', 'Nutmeg'], 'midnotes': [], 'bottomnotes': []}"
Scent #3,Zara,4.26,38.0,1.83333,1.57143,0.57143,0.12931,0.0,0.0,0.0,0.63591,1.9525,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Lavender', 'Lemon', 'Bergamot'], 'midnotes': [], 'bottomnotes': []}"
A Collection,Zara,4.22,55.0,1.5,0.0,0.86956,0.16667,1.00776,0.0,0.0,3.08983,0.4863,0.0,0.0,1.4933,0.39055,0.0,0.0,"{'topnotes': ['Bergamot', 'Sea Notes'], 'midnotes': ['Jasmine', 'Peach'], 'bottomnotes': ['Cedar', 'Vetiver']}"
Rough Orange,Zara,4.12,16.0,1.30769,1.5,0.625,0.22,0.0,0.0,1.38509,1.19713,0.90759,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Apple'], 'midnotes': ['Tonka Bean'], 'bottomnotes': ['Amber']}"
Zara EST 1975 Denim Couture Extreme,Zara,4.32,34.0,1.5,1.57143,-0.4,0.33962,2.50127,0.0,0.0,0.32621,1.16611,0.30428,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Cedar', 'Mandarin Orange', 'Mint', 'Patchouli', 'Wormwood', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
Vibrant Brown,Zara,4.17,42.0,0.6,1.13333,-0.375,0.21296,1.09403,0.0,0.0,0.0,0.0,0.40262,0.0,4.39111,0.65317,0.0,0.0,"{'topnotes': ['Pimento'], 'midnotes': ['Iris'], 'bottomnotes': ['Sandalwood']}"
Sport 6.0,Zara,3.8,25.0,1.15,0.88235,0.625,0.16667,0.1752,0.0,0.0,1.64391,0.44375,0.57445,0.49897,1.91538,0.4661,0.0,0.0,"{'topnotes': ['Pear', 'Bergamot'], 'midnotes': ['Iris', 'Rosemary'], 'bottomnotes': ['Ginger', 'Cinnamon']}"
Don't Follow,Zara,3.83,24.0,2.0,0.5,0.46667,0.02857,0.12127,0.0,0.5732,0.54052,0.22613,0.0,0.0,3.63953,0.68507,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Violet'], 'bottomnotes': ['Amber']}"
Fleurs Sublimes For Him,Zara,4.0,23.0,-0.83333,1.4,0.72727,0.17742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04611,1.26007,0.0,0.0,"{'topnotes': ['Violet'], 'midnotes': ['Floral Notes'], 'bottomnotes': ['Musk']}"
A Day In Mexico,Zara,4.29,21.0,0.66667,1.66667,0.63636,0.01613,0.0,0.0,0.63195,0.0,1.08819,0.0,0.62521,0.0,0.0,0.0,0.0,"{'topnotes': ['Rhubarb'], 'midnotes': ['Fruits'], 'bottomnotes': ['Amber']}"
Zara Black Tag,Zara,4.31,29.0,0.0,1.66667,0.4375,0.1,1.01186,0.0,0.64,0.63591,0.38096,0.0,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Pepper', 'Bergamot', 'Vanilla', 'Grapefruit', 'Vetiver'], 'midnotes': [], 'bottomnotes': []}"
Legend Iron,Zara,4.35,20.0,2.0,1.0,0.8,0.1875,1.57178,0.0,0.0,0.0,1.1776,0.54611,0.0,0.0,0.0,0.0,0.0,"{'topnotes': ['Ginger'], 'midnotes': ['Black Pepper'], 'bottomnotes': ['Vetiver']}"
Eau de Verveine Vibrante,Zara,4.33,21.0,-0.16667,1.46154,0.66667,0.20312,0.17136,0.0,0.0,0.63591,0.0,0.0,0.4681,1.56589,2.32416,0.0,0.0,"{'topnotes': ['Bergamot'], 'midnotes': ['Orange Blossom'], 'bottomnotes': ['Guaiac Wood']}"
6.0 Zara,Zara,3.85,27.0,1.5,1.6,0.58333,0.16667,0.26363,0.0,0.55089,1.16452,0.26887,0.99752,0.0,0.0,1.15568,0.0,0.0,"{'topnotes': ['Coriander', 'Citruses'], 'midnotes': ['Cashmeran', 'Cedar'], 'bottomnotes': ['Sandalwood', 'Amber']}"
